,Unnamed: 0,git_hash,experiment_filestore,experiment,fuzzer,benchmark,time_started,time_ended,time,edges_covered,fuzzer_stats,crash_key,bugs_covered,trial,mean seed size,number of seeds,trial_id,initial_coverage
24,4047.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.411719,2022-04-29 23:45:45.693442,45000.0,7655.0,,,0.0,,,,,
25,4042.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.329898,2022-04-29 23:45:45.693442,45000.0,8591.0,,,0.0,,,,,
26,4073.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.432025,2022-04-29 23:45:45.693442,45000.0,7933.0,,,0.0,,,,,
27,4079.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.488029,2022-04-29 23:45:45.693442,45000.0,7904.0,,,0.0,,,,,
28,4033.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.043849,2022-04-29 23:45:45.693442,45000.0,7986.0,,,0.0,,,,,
29,4029.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.371661,2022-04-29 23:45:45.693442,45000.0,7959.0,,,0.0,,,,,
30,4057.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.263413,2022-04-29 23:45:45.693442,45000.0,7959.0,,,0.0,,,,,
31,4051.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.196422,2022-04-29 23:45:45.693442,45000.0,8604.0,,,0.0,,,,,
32,4044.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.138014,2022-04-29 23:45:45.693442,45000.0,8523.0,,,0.0,,,,,
33,4034.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.094916,2022-04-29 23:45:45.693442,45000.0,8588.0,,,0.0,,,,,
34,4055.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.296032,2022-04-29 23:45:45.693442,45000.0,7886.0,,,0.0,,,,,
35,4066.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.153136,2022-04-29 23:45:45.693442,45000.0,7870.0,,,0.0,,,,,
36,4056.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.262281,2022-04-29 23:45:45.693442,45000.0,8602.0,,,0.0,,,,,
37,4069.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.506409,2022-04-29 23:45:45.693442,45000.0,7869.0,,,0.0,,,,,
38,4043.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.215367,2022-04-29 23:45:45.693442,45000.0,8384.0,,,0.0,,,,,
39,4030.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,afl,bloaty_fuzz_target,2022-04-29 10:55:35.224386,2022-04-29 23:45:45.693442,45000.0,7972.0,,,0.0,,,,,
40,4037.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.256373,2022-04-29 23:45:45.693442,45000.0,7204.0,,,0.0,,,,,
41,4026.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.279521,2022-04-29 23:45:45.693442,45000.0,7259.0,,,0.0,,,,,
42,4023.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.255535,2022-04-29 23:45:45.693442,45000.0,7079.0,,,0.0,,,,,
43,4019.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.443210,2022-04-29 23:45:45.693442,45000.0,7288.0,,,0.0,,,,,
44,4038.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.271747,2022-04-29 23:45:45.693442,45000.0,7280.0,,,0.0,,,,,
45,4015.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.067191,2022-04-29 23:45:45.693442,45000.0,7231.0,,,0.0,,,,,
46,4036.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.308424,2022-04-29 23:45:45.693442,45000.0,8114.0,,,0.0,,,,,
47,4032.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.078164,2022-04-29 23:45:45.693442,45000.0,7248.0,,,0.0,,,,,
48,4025.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.313089,2022-04-29 23:45:45.693442,45000.0,7218.0,,,0.0,,,,,
49,4022.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:34.978171,2022-04-29 23:45:45.693442,45000.0,7289.0,,,0.0,,,,,
50,4052.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.358522,2022-04-29 23:45:45.693442,45000.0,7264.0,,,0.0,,,,,
51,4049.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.479957,2022-04-29 23:45:45.693442,45000.0,7253.0,,,0.0,,,,,
52,4006.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.212347,2022-04-29 23:45:45.693442,45000.0,7111.0,,,0.0,,,,,
53,4048.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.415635,2022-04-29 23:45:45.693442,45000.0,8182.0,,,0.0,,,,,
54,4014.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.177335,2022-04-29 23:45:45.693442,45000.0,7529.0,,,0.0,,,,,
55,4028.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.396287,2022-04-29 23:45:45.693442,45000.0,7153.0,,,0.0,,,,,
56,4013.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.223236,2022-04-29 23:45:45.693442,45000.0,7937.0,,,0.0,,,,,
57,4005.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.226307,2022-04-29 23:45:45.693442,45000.0,7882.0,,,0.0,,,,,
58,4020.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.361972,2022-04-29 23:45:45.693442,45000.0,7926.0,,,0.0,,,,,
59,4017.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.343240,2022-04-29 23:45:45.693442,45000.0,7283.0,,,0.0,,,,,
60,4004.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.078253,2022-04-29 23:45:45.693442,45000.0,7323.0,,,0.0,,,,,
61,4018.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.312653,2022-04-29 23:45:45.693442,45000.0,7345.0,,,0.0,,,,,
62,4002.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.317002,2022-04-29 23:45:45.693442,45000.0,7232.0,,,0.0,,,,,
63,4058.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.280143,2022-04-29 23:45:45.693442,45000.0,7928.0,,,0.0,,,,,
64,4007.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.138708,2022-04-29 23:45:45.693442,45000.0,7288.0,,,0.0,,,,,
65,4016.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.517456,2022-04-29 23:45:45.693442,45000.0,7516.0,,,0.0,,,,,
66,4021.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.271688,2022-04-29 23:45:45.693442,45000.0,7285.0,,,0.0,,,,,
67,4003.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.249636,2022-04-29 23:45:45.693442,45000.0,7537.0,,,0.0,,,,,
68,4031.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.270637,2022-04-29 23:45:45.693442,45000.0,7218.0,,,0.0,,,,,
69,4035.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.156483,2022-04-29 23:45:45.693442,45000.0,7342.0,,,0.0,,,,,
70,4041.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.294067,2022-04-29 23:45:45.693442,45000.0,7239.0,,,0.0,,,,,
71,4011.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.492031,2022-04-29 23:45:45.693442,45000.0,7284.0,,,0.0,,,,,
72,4053.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.380277,2022-04-29 23:45:45.693442,45000.0,7940.0,,,0.0,,,,,
73,4001.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.218386,2022-04-29 23:45:45.693442,45000.0,8035.0,,,0.0,,,,,
74,4008.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.135518,2022-04-29 23:45:45.693442,45000.0,7184.0,,,0.0,,,,,
75,4010.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.338552,2022-04-29 23:45:45.693442,45000.0,7177.0,,,0.0,,,,,
76,4012.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.334638,2022-04-29 23:45:45.693442,45000.0,7731.0,,,0.0,,,,,
77,4024.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.339272,2022-04-29 23:45:45.693442,45000.0,7125.0,,,0.0,,,,,
78,4050.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.321251,2022-04-29 23:45:45.693442,45000.0,7814.0,,,0.0,,,,,
79,4000.0,b144c888823a362cbd38f29f6b50511602990c96,/home/dylan/scratch/experiment-data,initial-cov-80,libfuzzer,bloaty_fuzz_target,2022-04-29 10:55:35.577737,2022-04-29 23:45:45.693442,45000.0,7215.0,,,0.0,,,,,
80,,,,,,,,,,,,,,,,,1.0,6989.0
81,,,,,,,,,,,,,,,,,2.0,7043.0
82,,,,,,,,,,,,,,,,,3.0,6817.0
83,,,,,,,,,,,,,,,,,4.0,7116.0
84,,,,,,,,,,,,,,,,,5.0,7097.0
85,,,,,,,,,,,,,,,,,6.0,7055.0
86,,,,,,,,,,,,,,,,,7.0,7798.0
87,,,,,,,,,,,,,,,,,8.0,6999.0
88,,,,,,,,,,,,,,,,,9.0,7028.0
89,,,,,,,,,,,,,,,,,10.0,7096.0
90,,,,,,,,,,,,,,,,,11.0,7104.0
91,,,,,,,,,,,,,,,,,12.0,7002.0
92,,,,,,,,,,,,,,,,,13.0,6811.0
93,,,,,,,,,,,,,,,,,14.0,7976.0
94,,,,,,,,,,,,,,,,,15.0,7180.0
95,,,,,,,,,,,,,,,,,16.0,6974.0
96,,,,,,,,,,,,,,,,,17.0,7706.0
97,,,,,,,,,,,,,,,,,18.0,7662.0
98,,,,,,,,,,,,,,,,,19.0,7744.0
99,,,,,,,,,,,,,,,,,20.0,7087.0
100,,,,,,,,,,,,,,,,,21.0,7092.0
101,,,,,,,,,,,,,,,,,22.0,6940.0
102,,,,,,,,,,,,,,,,,23.0,7056.0
103,,,,,,,,,,,,,,,,,24.0,7753.0
104,,,,,,,,,,,,,,,,,25.0,7035.0
105,,,,,,,,,,,,,,,,,26.0,7097.0
106,,,,,,,,,,,,,,,,,27.0,7080.0
107,,,,,,,,,,,,,,,,,28.0,7264.0
108,,,,,,,,,,,,,,,,,29.0,7049.0
109,,,,,,,,,,,,,,,,,30.0,7186.0
110,,,,,,,,,,,,,,,,,31.0,6944.0
111,,,,,,,,,,,,,,,,,32.0,6761.0
112,,,,,,,,,,,,,,,,,33.0,7749.0
113,,,,,,,,,,,,,,,,,34.0,7597.0
114,,,,,,,,,,,,,,,,,35.0,6941.0
115,,,,,,,,,,,,,,,,,36.0,7034.0
116,,,,,,,,,,,,,,,,,37.0,7527.0
117,,,,,,,,,,,,,,,,,38.0,6922.0
118,,,,,,,,,,,,,,,,,39.0,7648.0
119,,,,,,,,,,,,,,,,,40.0,6932.0
120,,,,,,,,,,,,,,,,,41.0,6989.0
121,,,,,,,,,,,,,,,,,42.0,7043.0
122,,,,,,,,,,,,,,,,,43.0,6817.0
123,,,,,,,,,,,,,,,,,44.0,7116.0
124,,,,,,,,,,,,,,,,,45.0,7097.0
125,,,,,,,,,,,,,,,,,46.0,7055.0
126,,,,,,,,,,,,,,,,,47.0,7798.0
127,,,,,,,,,,,,,,,,,48.0,6999.0
128,,,,,,,,,,,,,,,,,49.0,7028.0
129,,,,,,,,,,,,,,,,,50.0,7096.0
130,,,,,,,,,,,,,,,,,51.0,7104.0
131,,,,,,,,,,,,,,,,,52.0,7002.0
132,,,,,,,,,,,,,,,,,53.0,6811.0
133,,,,,,,,,,,,,,,,,54.0,7976.0
134,,,,,,,,,,,,,,,,,55.0,7180.0
135,,,,,,,,,,,,,,,,,56.0,6974.0
136,,,,,,,,,,,,,,,,,57.0,7706.0
137,,,,,,,,,,,,,,,,,58.0,7662.0
138,,,,,,,,,,,,,,,,,59.0,7744.0
139,,,,,,,,,,,,,,,,,60.0,7087.0
140,,,,,,,,,,,,,,,,,61.0,7092.0
141,,,,,,,,,,,,,,,,,62.0,6940.0
142,,,,,,,,,,,,,,,,,63.0,7056.0
143,,,,,,,,,,,,,,,,,64.0,7753.0
144,,,,,,,,,,,,,,,,,65.0,7035.0
145,,,,,,,,,,,,,,,,,66.0,7097.0
146,,,,,,,,,,,,,,,,,67.0,7080.0
147,,,,,,,,,,,,,,,,,68.0,7264.0
148,,,,,,,,,,,,,,,,,69.0,7049.0
149,,,,,,,,,,,,,,,,,70.0,7186.0
150,,,,,,,,,,,,,,,,,71.0,6944.0
151,,,,,,,,,,,,,,,,,72.0,6761.0
152,,,,,,,,,,,,,,,,,73.0,7749.0
153,,,,,,,,,,,,,,,,,74.0,7597.0
154,,,,,,,,,,,,,,,,,75.0,6941.0
155,,,,,,,,,,,,,,,,,76.0,7034.0
156,,,,,,,,,,,,,,,,,77.0,7527.0
157,,,,,,,,,,,,,,,,,78.0,6922.0
158,,,,,,,,,,,,,,,,,79.0,7648.0
159,,,,,,,,,,,,,,,,,80.0,6932.0
