,git_hash,experiment_filestore,experiment,fuzzer,benchmark,time_started,time_ended,trial_id,time,edges_covered,fuzzer_stats,crash_key,bugs_covered
7662,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,25200,15084,,,0
7684,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,26100,15089,,,0
7707,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,27000,15089,,,0
7751,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,27900,15092,,,0
7756,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,28800,15092,,,0
7790,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,29700,15092,,,0
7812,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,30600,15096,,,0
7835,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,31500,15097,,,0
7853,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,32400,15097,,,0
7880,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,33300,15097,,,0
7899,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,34200,15097,,,0
7924,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,35100,15097,,,0
7957,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,36000,15097,,,0
7970,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,36900,15097,,,0
8006,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,37800,15098,,,0
8033,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,38700,15098,,,0
8043,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,39600,15098,,,0
8076,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,40500,15098,,,0
8096,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,41400,15101,,,0
8119,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,42300,15102,,,0
8138,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,43200,15105,,,0
8169,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,44100,15105,,,0
8188,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,45000,15105,,,0
8215,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,45900,15105,,,0
8235,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,46800,15105,,,0
8266,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,47700,15105,,,0
8291,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,48600,15108,,,0
8313,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,49500,15120,,,0
8334,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,50400,15143,,,0
8366,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,51300,15147,,,0
8386,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,52200,15147,,,0
8403,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,53100,15148,,,0
8425,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,54000,15152,,,0
8455,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,54900,15158,,,0
8481,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,55800,15160,,,0
8504,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,56700,15160,,,0
8528,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,57600,15174,,,0
8547,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,58500,15174,,,0
8578,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,59400,15174,,,0
8604,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,60300,15174,,,0
8629,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,61200,15210,,,0
8644,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,62100,15210,,,0
8669,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,63000,15210,,,0
8688,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,63900,15210,,,0
8719,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,64800,15212,,,0
8747,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,65700,15212,,,0
8774,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,66600,15221,,,0
8785,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,67500,15221,,,0
8810,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,68400,15272,,,0
8845,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,69300,15334,,,0
8856,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,70200,15338,,,0
8896,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,71100,15338,,,0
8910,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,72000,15339,,,0
8937,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,72900,15339,,,0
8958,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,73800,15342,,,0
8977,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,74700,15346,,,0
9008,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,75600,15347,,,0
9032,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,76500,15347,,,0
9051,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,77400,15347,,,0
9082,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,78300,15347,,,0
9110,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,79200,15347,,,0
9132,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,80100,15348,,,0
9159,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,81000,15348,,,0
9180,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,81900,15348,,,0
9197,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,82800,15349,,,0
9217,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,83700,15349,,,0
9250,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,84600,15353,,,0
9273,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,85500,15357,,,0
9305,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-12 13:55:19.283498,2023-10-13 14:05:36.809445,1,86400,15357,,,0
4670,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,0,8556,,,0
4698,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,900,12957,,,0
4720,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,1800,13789,,,0
4743,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,2700,14107,,,0
4763,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,3600,14448,,,0
4785,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,4500,14647,,,0
4808,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,5400,14826,,,0
4836,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,6300,14882,,,0
4854,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,7200,14909,,,0
4878,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,8100,14946,,,0
4902,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,9000,14963,,,0
4924,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,9900,14970,,,0
4948,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,10800,14982,,,0
4974,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,11700,14992,,,0
4993,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,12600,14992,,,0
5037,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,13500,14994,,,0
5041,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,14400,14994,,,0
5076,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,15300,15002,,,0
5095,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,16200,15029,,,0
5120,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,17100,15038,,,0
5143,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,18000,15038,,,0
5168,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,18900,15059,,,0
5193,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,19800,15073,,,0
5212,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,20700,15082,,,0
5238,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,21600,15085,,,0
5263,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,22500,15085,,,0
5288,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,23400,15089,,,0
5310,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,24300,15091,,,0
5333,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,25200,15125,,,0
5354,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,26100,15126,,,0
5399,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,27000,15131,,,0
5411,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,27900,15135,,,0
5424,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,28800,15136,,,0
5453,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,29700,15145,,,0
5476,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,30600,15150,,,0
5505,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,31500,15150,,,0
5524,7c70037a73d2cc66627c6109d53d20b3594f85c9,/home/dylan/experiment-data,aflslow,afl,libxml2_xml,2023-10-11 13:45:02.514125,2023-10-12 13:55:19.232933,2,32400,15150,,,0
