,git_hash,experiment_filestore,experiment,fuzzer,benchmark,time_started,time_ended,trial_id,time,edges_covered,fuzzer_stats,crash_key,bugs_covered
3874,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,57600,15307,,,0
3899,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,58500,15310,,,0
3923,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,59400,15310,,,0
3947,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,60300,15310,,,0
3976,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,61200,15314,,,0
3991,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,62100,15315,,,0
4023,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,63000,15316,,,0
4052,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,63900,15316,,,0
4057,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,64800,15316,,,0
4082,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,65700,15321,,,0
4111,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,66600,15321,,,0
4139,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,67500,15321,,,0
4156,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,68400,15323,,,0
4176,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,69300,15323,,,0
4214,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,70200,15325,,,0
4245,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,71100,15327,,,0
4259,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,72000,15330,,,0
4289,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,72900,15331,,,0
4303,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,73800,15331,,,0
4331,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,74700,15333,,,0
4358,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,75600,15336,,,0
4387,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,76500,15385,,,0
4407,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,77400,15393,,,0
4429,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,78300,15393,,,0
4458,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,79200,15393,,,0
4476,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,80100,15402,,,0
4506,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,81000,15402,,,0
4522,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,81900,15406,,,0
4541,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,82800,15406,,,0
4582,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,83700,15408,,,0
4602,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,84600,15408,,,0
4630,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,85500,15415,,,0
4654,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778806,2023-10-26 08:54:52.780698,161,86400,15415,,,0
2345,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,0,8556,,,0
2362,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,900,13954,,,0
2395,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,1800,14452,,,0
2415,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,2700,14603,,,0
2424,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,3600,14603,,,0
2453,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,4500,14694,,,0
2483,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,5400,14840,,,0
2501,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,6300,14858,,,0
2534,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,7200,14874,,,0
2563,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,8100,14895,,,0
2568,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,9000,14895,,,0
2606,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,9900,14902,,,0
2636,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,10800,14912,,,0
2653,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,11700,14948,,,0
2670,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,12600,14951,,,0
2689,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,13500,14951,,,0
2724,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,14400,14961,,,0
2749,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,15300,14967,,,0
2774,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,16200,14974,,,0
2803,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,17100,15004,,,0
2825,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,18000,15005,,,0
2852,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,18900,15012,,,0
2869,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,19800,15034,,,0
2892,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,20700,15052,,,0
2911,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,21600,15055,,,0
2937,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,22500,15058,,,0
2953,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,23400,15058,,,0
2986,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,24300,15065,,,0
3018,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,25200,15065,,,0
3037,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,26100,15065,,,0
3062,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,27000,15073,,,0
3088,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,27900,15075,,,0
3109,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,28800,15080,,,0
3121,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,29700,15080,,,0
3157,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,30600,15080,,,0
3184,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,31500,15083,,,0
3205,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,32400,15084,,,0
3229,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,33300,15094,,,0
3259,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,34200,15102,,,0
3278,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,35100,15105,,,0
3289,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,36000,15112,,,0
3330,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,36900,15156,,,0
3352,ba22647276a63912312fb6636287cc266da19683,/home/dylan/experiment-data,smartslow,eclipser,libxml2_xml,2023-10-25 08:44:33.778864,2023-10-26 08:54:52.780698,162,37800,15174,,,0
