,trial_id,benchmark,fuzzer,Unnamed: 0_x,Unnamed: 0.1,git_hash,experiment_filestore,experiment,time_started,time_ended,time,edges_covered,fuzzer_stats,crash_key,bugs_covered,edges_covered_max,saturated,time_sat,initial_coverage,corpus,fuzzbench_trial_id,per_target_trial,Unnamed: 0_y,total_shared,total_eq,total_ineq,total_indir,bin_text_size,eq_unexplored,eq_reached,ineq_unexplored,ineq_reached,indir_reached,shared_reached,mean_exec_ns,q25_exec_ns,q50_exec_ns,q75_exec_ns,q100_exec_ns,mean_size_bytes,q25_mean_size_bytes,q50_mean_size_bytes,q75_mean_size_bytes,q100_mean_size_bytes,corpus_size
15,6,lcms-2017-03-21,afl,581,12108,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-lcms-afl,2022-08-01 13:11:10.405845,,86400,1557,,,0,2079,False,,1109,e1v0-afl,6.0,5.0,39.0,3469.0,13840.0,3820.0,1360.0,4960.0,817.0,983.0,196.0,233.0,18.0,0.0,3794383.1062499993,2937118.5,3057330.8,3150412.3083333336,14041841.533333331,872.5,132.0,560.0,1520.0,1968.0,16.0
16,6,sqlite3_ossfuzz,afl,36421,12057,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-sqlite3-afl,2022-08-01 13:17:46.998287,,86400,14843,,,0,16495,False,,10897,e1v0-afl,6.0,5.0,14.0,9849.0,38188.0,10221.0,3316.0,13078.0,8012.0,10088.0,2345.0,2966.0,51.0,0.0,7016205.404040402,2706175.325,2915980.9000000004,3240776.625,208206512.8,2782.2272727272725,389.0,789.5,2248.5,36967.0,66.0
17,6,zlib_zlib_uncompress_fuzzer,afl,48546,12002,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-zlib-afl,2022-08-01 13:31:50.907872,2022-08-02 13:42:08.599046,86400,455,,,0,471,True,13500.0,231,e1v0-afl,6.0,5.0,64.0,3075.0,10231.0,3048.0,1122.0,4386.0,298.0,336.0,115.0,132.0,4.0,0.0,2753487.7,2689862.9166666665,2766937.6666666665,2823837.466666667,2880737.2666666666,1783.3333333333333,3.0,4.0,2674.0,5344.0,3.0
18,7,lcms-2017-03-21,afl,678,12000,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-lcms-afl,2022-08-01 13:11:10.104778,,86400,1432,,,0,2079,False,,573,e1v0-afl,7.0,6.0,49.0,3469.0,13840.0,3820.0,1360.0,4960.0,510.0,569.0,148.0,169.0,17.0,0.0,3089453.7148148147,3014776.066666667,3051827.1333333333,3170196.8,3341568.933333333,552.0,144.0,408.0,484.0,1520.0,9.0
19,7,sqlite3_ossfuzz,afl,36518,12021,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-sqlite3-afl,2022-08-01 13:17:46.844590,,86400,10621,,,0,16495,False,,5266,e1v0-afl,7.0,6.0,24.0,9849.0,38188.0,10221.0,3316.0,13078.0,4579.0,5145.0,1148.0,1321.0,34.0,0.0,3062727.7666666666,3062727.7666666666,3062727.7666666666,3062727.7666666666,3062727.7666666666,416.0,416.0,416.0,416.0,416.0,1.0
20,7,zlib_zlib_uncompress_fuzzer,afl,48643,12071,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-zlib-afl,2022-08-01 13:31:50.895869,2022-08-02 13:42:08.599046,86400,448,,,0,471,True,7200.0,194,e1v0-afl,7.0,6.0,74.0,3075.0,10231.0,3048.0,1122.0,4386.0,308.0,336.0,125.0,135.0,4.0,0.0,2641420.5666666664,2632674.7333333334,2641420.5666666664,2650166.4,2658912.2333333334,44.0,26.0,44.0,62.0,80.0,2.0
21,8,lcms-2017-03-21,afl,775,12001,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-lcms-afl,2022-08-01 13:11:10.281675,,86400,1426,,,0,2079,False,,1179,e1v0-afl,8.0,7.0,27.0,3469.0,13840.0,3820.0,1360.0,4960.0,806.0,1020.0,185.0,238.0,18.0,0.0,3378043.590625,2873755.975,2958976.466666667,3130763.675,13518988.766666668,588.375,153.0,484.0,484.0,1968.0,32.0
22,8,sqlite3_ossfuzz,afl,36615,12084,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-sqlite3-afl,2022-08-01 13:17:46.836842,,86400,13983,,,0,16495,False,,10758,e1v0-afl,8.0,7.0,2.0,9849.0,38188.0,10221.0,3316.0,13078.0,7888.0,9871.0,2334.0,2949.0,51.0,0.0,4357865.950200804,2736803.9000000004,2926978.7333333334,3244083.15,58358184.46666667,7310.277108433735,388.0,800.0,1853.5,502272.0,83.0
23,8,zlib_zlib_uncompress_fuzzer,afl,48740,12074,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-zlib-afl,2022-08-01 13:31:50.952405,2022-08-02 13:42:08.599046,86400,448,,,0,471,True,30600.0,284,e1v0-afl,8.0,7.0,52.0,3075.0,10231.0,3048.0,1122.0,4386.0,322.0,380.0,142.0,158.0,4.0,0.0,2709972.0166666666,2619271.475,2725775.7,2809480.158333333,2937532.7666666666,21.25,5.75,7.5,37.0,64.0,8.0
24,9,lcms-2017-03-21,afl,872,12078,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-lcms-afl,2022-08-01 13:11:10.361260,,86400,1300,,,0,2079,False,,557,e1v0-afl,9.0,8.0,32.0,3469.0,13840.0,3820.0,1360.0,4960.0,506.0,554.0,147.0,162.0,17.0,0.0,2746096.677777778,2671331.9833333334,2714112.3,2804869.1833333336,2895626.066666667,456.0,442.0,484.0,484.0,484.0,3.0
25,9,sqlite3_ossfuzz,afl,36712,12078,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-sqlite3-afl,2022-08-01 13:17:46.924959,,86400,15884,,,0,16495,True,69300.0,12412,e1v0-afl,9.0,8.0,7.0,9849.0,38188.0,10221.0,3316.0,13078.0,9070.0,11666.0,2654.0,3454.0,54.0,0.0,5817883.594358973,2655471.0,2903327.8,3223611.4,224681790.3333333,1579.2,388.0,804.0,1932.0,19838.0,195.0
26,9,zlib_zlib_uncompress_fuzzer,afl,48837,12072,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-zlib-afl,2022-08-01 13:31:51.009977,2022-08-02 13:42:08.599046,86400,448,,,0,471,True,25200.0,144,e1v0-afl,9.0,8.0,57.0,3075.0,10231.0,3048.0,1122.0,4386.0,299.0,309.0,104.0,109.0,4.0,0.0,2242112.95,2229854.4916666667,2242112.95,2254371.408333333,2266629.8666666667,5.0,3.5,5.0,6.5,8.0,2.0
27,10,lcms-2017-03-21,afl,969,12086,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-lcms-afl,2022-08-01 13:11:10.415702,,86400,1510,,,0,2079,False,,1118,e1v0-afl,10.0,9.0,40.0,3469.0,13840.0,3820.0,1360.0,4960.0,813.0,988.0,192.0,234.0,18.0,0.0,3283052.9589743586,2952445.533333333,3031781.2,3315739.5,4791101.3,564.9230769230769,132.0,408.0,484.0,1968.0,13.0
28,10,sqlite3_ossfuzz,afl,36809,12118,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-sqlite3-afl,2022-08-01 13:17:46.952772,,86400,15108,,,0,16495,False,,11220,e1v0-afl,10.0,9.0,15.0,9849.0,38188.0,10221.0,3316.0,13078.0,8525.0,10782.0,2598.0,3262.0,52.0,0.0,3096664.0771739124,2817550.95,2941299.95,3293950.458333333,4547099.466666667,1361.2717391304348,347.75,919.0,1801.25,8328.0,92.0
29,10,zlib_zlib_uncompress_fuzzer,afl,48934,12005,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-zlib-afl,2022-08-01 13:31:50.754960,2022-08-02 13:42:08.599046,86400,452,,,0,471,True,32400.0,268,e1v0-afl,10.0,9.0,65.0,3075.0,10231.0,3048.0,1122.0,4386.0,340.0,377.0,148.0,155.0,4.0,0.0,2315549.277777777,2245308.175,2326023.2,2363447.675,2428254.5,5.833333333333333,5.25,6.5,7.0,8.0,6.0
30,11,lcms-2017-03-21,afl,1066,12006,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-lcms-afl,2022-08-01 13:11:10.377146,,86400,1334,,,0,2079,False,,1087,e1v0-afl,11.0,10.0,26.0,3469.0,13840.0,3820.0,1360.0,4960.0,801.0,961.0,197.0,229.0,18.0,0.0,3165797.436363636,2977465.2,3089212.6333333333,3155551.633333334,4662379.366666666,745.0909090909091,264.0,484.0,1010.0,1968.0,11.0
31,11,sqlite3_ossfuzz,afl,36906,12076,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-sqlite3-afl,2022-08-01 13:17:46.948866,,86400,14913,,,0,16495,False,,9922,e1v0-afl,11.0,10.0,1.0,9849.0,38188.0,10221.0,3316.0,13078.0,7597.0,9297.0,2207.0,2704.0,49.0,0.0,4211088.17311828,2886285.4333333336,3009182.6333333333,3461525.8833333333,34553880.56666667,2051.6451612903224,384.0,736.0,2205.5,16864.0,31.0
32,11,zlib_zlib_uncompress_fuzzer,afl,49031,12117,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-zlib-afl,2022-08-01 13:31:50.968581,2022-08-02 13:42:08.599046,86400,437,,,0,471,False,,346,e1v0-afl,11.0,10.0,51.0,3075.0,10231.0,3048.0,1122.0,4386.0,331.0,404.0,147.0,180.0,4.0,0.0,2770713.663636364,2671672.1500000004,2755577.466666667,2802225.583333333,3085444.8,557.0,6.0,7.0,35.0,5648.0,11.0
33,12,lcms-2017-03-21,afl,1163,12026,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-lcms-afl,2022-08-01 13:11:10.461932,,86400,618,,,0,2079,False,,442,e1v0-afl,12.0,11.0,37.0,3469.0,13840.0,3820.0,1360.0,4960.0,425.0,455.0,142.0,150.0,17.0,0.0,3036249.033333333,3036249.033333333,3036249.033333333,3036249.033333333,3036249.033333333,132.0,132.0,132.0,132.0,132.0,1.0
34,12,sqlite3_ossfuzz,afl,37003,12067,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-sqlite3-afl,2022-08-01 13:17:46.807475,,86400,15852,,,0,16495,True,78300.0,13539,e1v0-afl,12.0,11.0,12.0,9849.0,38188.0,10221.0,3316.0,13078.0,9808.0,12894.0,2818.0,3724.0,54.0,0.0,4252656.917387124,2612869.533333333,2811049.0,3218365.7666666666,206922429.9333333,3092.250720461095,430.0,856.0,1886.5,502272.0,347.0
35,12,zlib_zlib_uncompress_fuzzer,afl,49128,12009,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-zlib-afl,2022-08-01 13:31:51.019298,2022-08-02 13:42:08.599046,86400,437,,,0,471,False,,192,e1v0-afl,12.0,11.0,62.0,3075.0,10231.0,3048.0,1122.0,4386.0,312.0,333.0,127.0,132.0,4.0,0.0,2485667.322222222,2459105.3,2461247.2333333334,2500019.3,2538791.3666666667,6.333333333333333,5.5,8.0,8.0,8.0,3.0
36,13,lcms-2017-03-21,afl,1260,12081,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-lcms-afl,2022-08-01 13:11:10.461582,,86400,1432,,,0,2079,False,,1155,e1v0-afl,13.0,12.0,34.0,3469.0,13840.0,3820.0,1360.0,4960.0,812.0,1012.0,188.0,239.0,18.0,0.0,2948613.1284313723,2827238.425,2977173.033333333,3090106.0416666665,4404437.466666667,607.2352941176471,156.0,484.0,484.0,1968.0,34.0
37,13,sqlite3_ossfuzz,afl,37100,12077,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-sqlite3-afl,2022-08-01 13:17:46.776531,,86400,15051,,,0,16495,False,,10241,e1v0-afl,13.0,12.0,9.0,9849.0,38188.0,10221.0,3316.0,13078.0,7971.0,9849.0,2322.0,2901.0,48.0,0.0,3191412.897727272,2758206.3,3054116.083333333,3457766.716666667,4791418.333333333,2228.568181818182,410.0,882.0,2344.0,19838.0,44.0
38,13,zlib_zlib_uncompress_fuzzer,afl,49225,12086,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-zlib-afl,2022-08-01 13:31:50.944166,2022-08-02 13:42:08.599046,86400,446,,,0,471,False,,252,e1v0-afl,13.0,12.0,59.0,3075.0,10231.0,3048.0,1122.0,4386.0,320.0,361.0,143.0,155.0,4.0,0.0,2310239.9916666667,2259232.158333333,2292293.783333333,2343301.6166666667,2423630.8666666667,1281.25,6.75,7.5,1282.0,5104.0,4.0
39,14,lcms-2017-03-21,afl,1357,12073,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-lcms-afl,2022-08-01 13:11:10.446286,,86400,1426,,,0,2079,False,,578,e1v0-afl,14.0,13.0,28.0,3469.0,13840.0,3820.0,1360.0,4960.0,497.0,558.0,149.0,165.0,17.0,0.0,3080584.353333333,3087591.066666667,3105320.3666666667,3131172.7333333334,3142486.5,640.0,132.0,484.0,484.0,1968.0,5.0
40,14,sqlite3_ossfuzz,afl,37197,12058,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-sqlite3-afl,2022-08-01 13:17:46.896209,,86400,14792,,,0,16495,False,,9121,e1v0-afl,14.0,13.0,3.0,9849.0,38188.0,10221.0,3316.0,13078.0,6914.0,8522.0,2096.0,2581.0,44.0,0.0,3197370.68,2754607.35,2875163.3,3255851.0666666664,9730531.233333332,1643.1714285714286,341.0,912.0,1361.0,12841.0,35.0
41,14,zlib_zlib_uncompress_fuzzer,afl,49322,12084,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-zlib-afl,2022-08-01 13:31:51.020053,2022-08-02 13:42:08.599046,86400,456,,,0,471,True,900.0,398,e1v0-afl,14.0,13.0,53.0,3075.0,10231.0,3048.0,1122.0,4386.0,324.0,421.0,143.0,191.0,4.0,0.0,2656495.863888889,2566799.458333333,2640820.9,2729316.066666667,2885784.7666666666,2682.0416666666665,5.0,8.0,46.0,33408.0,24.0
42,15,lcms-2017-03-21,afl,1454,12069,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-lcms-afl,2022-08-01 13:11:10.262323,,86400,1328,,,0,2079,False,,1183,e1v0-afl,15.0,14.0,25.0,3469.0,13840.0,3820.0,1360.0,4960.0,809.0,1025.0,184.0,241.0,18.0,0.0,3030672.8252252256,2902771.7666666666,2978627.7333333334,3076887.333333333,4693206.233333333,667.6216216216217,356.0,484.0,636.0,1968.0,37.0
43,15,sqlite3_ossfuzz,afl,37294,12123,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-sqlite3-afl,2022-08-01 13:17:46.917597,,86400,15516,,,0,16495,False,,13198,e1v0-afl,15.0,14.0,0.0,9849.0,38188.0,10221.0,3316.0,13078.0,9617.0,12576.0,2805.0,3649.0,53.0,0.0,4450763.025630808,2705939.966666667,2902801.0,3266816.35,210901433.36666667,3723.589641434263,388.0,880.0,1901.0,502272.0,251.0
44,15,zlib_zlib_uncompress_fuzzer,afl,49419,12082,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-zlib-afl,2022-08-01 13:31:50.906447,2022-08-02 13:42:08.599046,86400,455,,,0,471,True,1800.0,360,e1v0-afl,15.0,14.0,50.0,3075.0,10231.0,3048.0,1122.0,4386.0,327.0,408.0,143.0,178.0,4.0,0.0,2843006.940740741,2798063.3,2817270.5,2845829.1333333333,3179439.8666666667,649.2222222222222,8.0,10.0,64.0,5648.0,9.0
45,16,lcms-2017-03-21,afl,1551,12024,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-lcms-afl,2022-08-01 13:11:10.238809,,86400,1394,,,0,2079,False,,538,e1v0-afl,16.0,15.0,30.0,3469.0,13840.0,3820.0,1360.0,4960.0,493.0,545.0,147.0,164.0,17.0,0.0,2690875.561904762,2550005.533333333,2745980.033333333,2841473.7,3091792.3666666667,274.85714285714283,132.0,156.0,446.0,484.0,7.0
46,16,sqlite3_ossfuzz,afl,37391,12086,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-sqlite3-afl,2022-08-01 13:17:46.900168,,86400,15808,,,0,16495,True,72900.0,12800,e1v0-afl,16.0,15.0,5.0,9849.0,38188.0,10221.0,3316.0,13078.0,9291.0,12065.0,2783.0,3614.0,53.0,0.0,4631046.004761904,2700976.966666667,2901942.9166666665,3214301.25,208144905.26666668,3559.873949579832,305.0,769.5,1644.0,502272.0,238.0
47,16,zlib_zlib_uncompress_fuzzer,afl,49516,12003,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-zlib-afl,2022-08-01 13:31:51.027014,2022-08-02 13:42:08.599046,86400,449,,,0,471,True,9900.0,261,e1v0-afl,16.0,15.0,55.0,3075.0,10231.0,3048.0,1122.0,4386.0,338.0,372.0,145.0,160.0,4.0,0.0,2626123.9222222227,2606273.8833333333,2664796.9,2665310.45,2665824.0,11150.666666666666,22.0,40.0,16724.0,33408.0,3.0
48,17,lcms-2017-03-21,afl,1648,12068,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-lcms-afl,2022-08-01 13:11:10.386403,,86400,585,,,0,2079,False,,460,e1v0-afl,17.0,16.0,43.0,3469.0,13840.0,3820.0,1360.0,4960.0,435.0,467.0,142.0,153.0,17.0,0.0,3277636.0166666666,3213659.791666667,3277636.0166666666,3341612.2416666667,3405588.466666667,132.0,132.0,132.0,132.0,132.0,2.0
49,17,sqlite3_ossfuzz,afl,37488,12052,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-sqlite3-afl,2022-08-01 13:17:46.804350,,86400,12414,,,0,16495,False,,8188,e1v0-afl,17.0,16.0,18.0,9849.0,38188.0,10221.0,3316.0,13078.0,6402.0,7604.0,1825.0,2204.0,44.0,0.0,7162918.9851851845,2839644.566666667,2862630.933333333,3340360.4,40336895.66666666,770.2222222222222,408.0,428.0,804.0,1928.0,9.0
50,17,zlib_zlib_uncompress_fuzzer,afl,49613,12066,42585768d5183402be36e8391f0559d71a60cdf6,/home/ec2-user/scratch/experiment-data,e1v0-zlib-afl,2022-08-01 13:31:50.845100,2022-08-02 13:42:08.599046,86400,448,,,0,471,True,63000.0,213,e1v0-afl,17.0,16.0,68.0,3075.0,10231.0,3048.0,1122.0,4386.0,307.0,332.0,119.0,127.0,4.0,0.0,2678228.3916666666,2571402.8666666667,2610614.9833333334,2717440.5083333333,2966406.1333333333,7.75,5.25,6.0,8.5,16.0,4.0
